epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,968.596,1.42116,0.6781,1.01997,0.88207,0.79731,0.84381,0.50135,1.38144,0.64142,1.00506,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1044.94,1.41337,0.67167,1.01736,0.88561,0.79219,0.84534,0.5054,1.37444,0.64154,1.00162,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1119.69,1.41118,0.66935,1.01537,0.88662,0.79415,0.85309,0.50653,1.37318,0.64189,0.99501,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,1194,1.40512,0.66273,1.01255,0.88853,0.80316,0.85557,0.51202,1.36063,0.6353,0.99265,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,1268.28,1.39917,0.65895,1.01032,0.88726,0.80671,0.85485,0.51208,1.3617,0.62653,0.99424,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,1342.46,1.40057,0.65698,1.00902,0.89322,0.80746,0.85819,0.51554,1.35891,0.6256,0.99135,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,1417.27,1.39383,0.6523,1.00614,0.89329,0.80688,0.85906,0.51669,1.3577,0.61994,0.98865,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,1489.71,1.39039,0.64803,1.00624,0.89799,0.80782,0.86109,0.52048,1.3524,0.6169,0.98867,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,1564.29,1.38749,0.64673,1.00568,0.89374,0.81146,0.86507,0.51802,1.36013,0.61873,0.98919,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,1639.15,1.38544,0.64482,1.00322,0.89473,0.81114,0.86517,0.51906,1.3536,0.61411,0.98807,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,1714.29,1.38194,0.64153,1.00175,0.89684,0.81402,0.86797,0.52401,1.34825,0.61136,0.98512,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,1789.7,1.3815,0.63925,1.00127,0.89816,0.81271,0.86859,0.52548,1.34119,0.60872,0.98368,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,1861.9,1.37897,0.63821,1.00117,0.89754,0.81346,0.86667,0.5224,1.34778,0.60911,0.98273,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,1937.88,1.37547,0.63462,0.99702,0.89518,0.81791,0.86889,0.52422,1.34619,0.60667,0.98306,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,2012.6,1.37351,0.63311,0.998,0.8954,0.81522,0.86802,0.52346,1.34484,0.60532,0.98222,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,2087.98,1.37209,0.63135,0.99624,0.90236,0.81518,0.86874,0.52567,1.34086,0.59997,0.97997,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,2161.79,1.3707,0.62945,0.99469,0.90226,0.81559,0.86838,0.52575,1.3385,0.59681,0.97968,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,2237.92,1.36908,0.62728,0.9946,0.90233,0.81967,0.8719,0.52927,1.33463,0.59566,0.97769,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,2310.93,1.36479,0.62456,0.993,0.90083,0.81879,0.87083,0.52901,1.33513,0.5951,0.97766,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,2384.54,1.36602,0.62354,0.99218,0.90078,0.8208,0.87135,0.53061,1.33132,0.5925,0.97657,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,2457.14,1.36312,0.62182,0.99264,0.90217,0.82214,0.87352,0.53108,1.33332,0.59024,0.97605,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,2530.44,1.36144,0.61963,0.99347,0.90153,0.82042,0.87207,0.53031,1.33234,0.59119,0.97566,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,2605.92,1.36148,0.61884,0.99273,0.90102,0.82303,0.87155,0.53136,1.32975,0.58618,0.97606,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,2680.31,1.35941,0.61682,0.99076,0.90083,0.82418,0.87245,0.53274,1.32962,0.58466,0.97541,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,2755.34,1.35541,0.61427,0.99112,0.90159,0.82314,0.87179,0.53227,1.32735,0.58439,0.97422,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,2830.37,1.35788,0.61458,0.99085,0.90216,0.82476,0.87243,0.53237,1.32799,0.58469,0.97354,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,2904.98,1.35457,0.61197,0.98935,0.90319,0.82474,0.87201,0.53221,1.32687,0.57926,0.97508,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,2979.49,1.35314,0.61114,0.9892,0.90136,0.82578,0.87958,0.53422,1.32642,0.58184,0.97339,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,3055.3,1.35107,0.60875,0.9892,0.90432,0.82539,0.87303,0.53421,1.32545,0.57855,0.97387,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,3129.23,1.34866,0.6066,0.98896,0.9057,0.82574,0.87533,0.53554,1.32251,0.57599,0.97177,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,3203.99,1.34893,0.60629,0.98911,0.9053,0.82659,0.87907,0.53552,1.3219,0.57686,0.97256,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,3277.14,1.34564,0.60512,0.98649,0.90494,0.82552,0.87412,0.53589,1.3209,0.57452,0.9737,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,3351.59,1.34607,0.60313,0.98778,0.90394,0.82854,0.88128,0.53686,1.32151,0.57463,0.97221,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,3426.31,1.34547,0.60254,0.98768,0.90536,0.8277,0.88065,0.53698,1.32105,0.57377,0.97226,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,3501.58,1.34336,0.60007,0.98654,0.90394,0.82991,0.88123,0.53736,1.31988,0.57224,0.97199,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,3573.9,1.34369,0.60042,0.98446,0.90591,0.82931,0.88229,0.53805,1.32085,0.57216,0.97158,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,3648.58,1.34402,0.59975,0.9856,0.90355,0.83384,0.88281,0.53816,1.32071,0.5715,0.97121,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,3723.02,1.34307,0.59885,0.98482,0.90349,0.8303,0.88071,0.53712,1.32008,0.56995,0.97145,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,3800.1,1.33956,0.59597,0.98332,0.90711,0.82867,0.88138,0.53805,1.31849,0.57021,0.97092,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,3873.79,1.33919,0.596,0.98349,0.90727,0.83014,0.88239,0.53986,1.31685,0.56893,0.97011,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,3947.02,1.34203,0.59583,0.98293,0.90462,0.83167,0.88176,0.53925,1.31641,0.56748,0.97116,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,4022.3,1.33779,0.59459,0.98498,0.90639,0.83125,0.88344,0.54038,1.3176,0.5672,0.97043,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,4096.91,1.33544,0.59152,0.98214,0.906,0.83299,0.88266,0.53958,1.316,0.56571,0.97014,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,4172.33,1.33327,0.59088,0.98293,0.90568,0.83224,0.88337,0.5403,1.31556,0.56581,0.96955,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,4247.4,1.33318,0.59122,0.98228,0.90671,0.83201,0.88381,0.54019,1.31486,0.56478,0.96909,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,4321.52,1.33333,0.59063,0.98273,0.90708,0.83253,0.88429,0.54092,1.31502,0.56451,0.96895,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,4396.96,1.3324,0.58908,0.98231,0.90535,0.83551,0.88423,0.54083,1.31473,0.56346,0.96958,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,4470.43,1.33194,0.58833,0.9818,0.906,0.83371,0.88382,0.54096,1.31489,0.56322,0.96956,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,4544.64,1.33156,0.58731,0.98117,0.90695,0.83348,0.88305,0.54034,1.31503,0.56265,0.96969,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,4618.63,1.32872,0.58571,0.98036,0.90518,0.83468,0.88278,0.54015,1.31485,0.5628,0.96922,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,4693.37,1.32849,0.58472,0.9799,0.90748,0.83503,0.88337,0.54088,1.31511,0.56258,0.96939,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,4766.81,1.32702,0.58293,0.98022,0.90734,0.83569,0.88324,0.54112,1.31506,0.56115,0.96957,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,4842.7,1.32603,0.583,0.97988,0.90811,0.83561,0.88373,0.54046,1.31587,0.56025,0.9696,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,4917.06,1.32342,0.58044,0.97807,0.90885,0.83504,0.88423,0.54112,1.31583,0.55978,0.96971,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,4991.18,1.32542,0.58123,0.97901,0.90693,0.83659,0.8845,0.54214,1.31517,0.55938,0.96952,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,5065.91,1.3241,0.58086,0.97845,0.90728,0.83495,0.88427,0.54197,1.31503,0.56008,0.96956,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,5139.64,1.32062,0.57826,0.97644,0.90767,0.83615,0.8842,0.54192,1.31482,0.55956,0.96928,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,5214.91,1.32172,0.57838,0.97769,0.90952,0.83615,0.88436,0.54217,1.31366,0.55924,0.96909,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,5289.11,1.32052,0.57818,0.97772,0.9084,0.83486,0.88443,0.54207,1.31408,0.55877,0.96952,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,5362.54,1.31812,0.57712,0.97683,0.90838,0.83575,0.88456,0.54246,1.31486,0.55906,0.96968,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,5436.98,1.31809,0.57473,0.97668,0.90755,0.83649,0.8839,0.54155,1.31439,0.55811,0.96924,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,5510.78,1.31703,0.57529,0.97473,0.90732,0.83647,0.88344,0.54148,1.31457,0.55827,0.9696,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,5584.69,1.31648,0.57348,0.97534,0.90884,0.8342,0.88345,0.542,1.31435,0.5585,0.96955,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,5658.9,1.31432,0.57237,0.97559,0.90776,0.83551,0.88372,0.54225,1.31399,0.55843,0.9692,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,5732.43,1.31338,0.57168,0.97533,0.90864,0.83543,0.88455,0.5423,1.31347,0.55724,0.96896,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,5804.04,1.31399,0.5707,0.97426,0.90881,0.83488,0.88411,0.54219,1.31381,0.55725,0.96928,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,5876.62,1.31034,0.57001,0.97407,0.9092,0.83463,0.88458,0.54202,1.31376,0.55718,0.96916,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,5949.52,1.3105,0.56922,0.9752,0.9091,0.8353,0.88501,0.54238,1.3141,0.55696,0.96928,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,6022.62,1.3118,0.5694,0.9734,0.90752,0.83666,0.88477,0.54259,1.31427,0.55735,0.96943,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,6097.08,1.30829,0.5677,0.97265,0.90802,0.83652,0.8847,0.54299,1.31425,0.557,0.96951,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,6171.78,1.30926,0.56639,0.97157,0.90783,0.83639,0.88449,0.54275,1.31377,0.5563,0.96946,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,6247.07,1.30771,0.56586,0.97257,0.90801,0.83626,0.8841,0.54248,1.31396,0.55655,0.96951,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,6319.48,1.30705,0.56523,0.97209,0.90922,0.83478,0.88416,0.54295,1.31403,0.55639,0.96958,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,6394.44,1.30633,0.564,0.97083,0.90872,0.83567,0.8843,0.54239,1.3144,0.55594,0.9695,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,6466.49,1.30506,0.56351,0.97045,0.90898,0.83598,0.88451,0.54246,1.31446,0.55569,0.96947,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,6541.38,1.30351,0.56194,0.97168,0.90942,0.8363,0.88461,0.54262,1.31433,0.55548,0.96953,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,6614.05,1.3017,0.5602,0.97138,0.90851,0.83674,0.88441,0.5431,1.31422,0.55527,0.96951,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,6687.71,1.30089,0.56017,0.96938,0.90833,0.83726,0.88453,0.54307,1.31465,0.5552,0.9695,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,6762.39,1.29984,0.55892,0.96969,0.90842,0.837,0.88469,0.54324,1.31453,0.55498,0.96942,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,6843.29,1.30172,0.55977,0.96987,0.9096,0.83638,0.88468,0.54315,1.31423,0.55513,0.96937,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,6915.93,1.29965,0.55872,0.96769,0.90863,0.83742,0.88482,0.54313,1.31436,0.55516,0.96938,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,6989.28,1.29808,0.55732,0.9689,0.90815,0.83787,0.88461,0.54304,1.3143,0.55519,0.9694,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,7063.13,1.29645,0.55638,0.96838,0.90933,0.83664,0.8843,0.54237,1.31484,0.55523,0.96954,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,7137.63,1.29386,0.55502,0.96736,0.90895,0.83691,0.88424,0.5428,1.31516,0.55543,0.96968,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,7209.86,1.29459,0.55452,0.96796,0.90902,0.8367,0.88416,0.54227,1.31541,0.55536,0.96981,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,7285.55,1.29351,0.55358,0.96796,0.90877,0.8368,0.88412,0.54208,1.31575,0.55546,0.96999,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,7359.88,1.29229,0.55264,0.96687,0.90848,0.83693,0.88411,0.542,1.31602,0.55545,0.97017,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,7433.89,1.29234,0.55213,0.96679,0.90836,0.83677,0.88412,0.54188,1.3163,0.55539,0.97031,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,7506.8,1.29048,0.55136,0.96691,0.90861,0.83649,0.88425,0.54186,1.31647,0.55536,0.97035,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
